target,ids,date,flag,user,text,text_processed
0,2205217786,Wed Jun 17 04:14:32 PDT 2009,NO_QUERY,bridgetbean79,Poor little english puppy that got flushed down the toilet  Glad he is okay,"['poor', 'littl', 'english', 'puppi', 'got', 'flush', 'toilet', 'glad', 'okay']"
4,1979200899,Sun May 31 02:02:23 PDT 2009,NO_QUERY,eahely,Listening to Linger by Cranberries while reminiscing with my love. Can't forget how she looks that night. Confuse look at me. ,"['listen', 'linger', 'cranberri', 'reminisc', 'love', 'forget', 'look', 'night', 'confus', 'look']"
0,2061780466,Sat Jun 06 21:35:57 PDT 2009,NO_QUERY,_writersblock_,@joeymcintyre I got mine! LIGITAMATLY too It's already being shared   (not by ME of course) Love the credits. So sweet. You're so amazing.,"['joeymcintyr', 'got', 'ligitamatli', 'alreadi', 'share', 'cours', 'love', 'credit', 'sweet', 'amaz']"
0,2066937137,Sun Jun 07 11:26:56 PDT 2009,NO_QUERY,brissiaboomboom,"i just got up, i think im sicky poo ","['got', 'think', 'sicki', 'poo']"
4,2055337722,Sat Jun 06 09:08:01 PDT 2009,NO_QUERY,elbuho1,@donttrythis the questions from the kids at the end of the Make talk were classic. Listening on ipod I'd no idea it was targeted at kids ,"['donttrythi', 'question', 'kid', 'make', 'talk', 'classic', 'listen', 'ipod', 'idea', 'wa', 'target', 'kid']"
0,2055771051,Sat Jun 06 09:55:33 PDT 2009,NO_QUERY,ctayah,@MadisonMitchell theres no breakfast like detroit breakfast ,"['madisonmitchel', 'breakfast', 'like', 'detroit', 'breakfast']"
0,2045020977,Fri Jun 05 10:07:23 PDT 2009,NO_QUERY,TheBibik,@fallagain i DID! the ones i like are like up to 18 or 19 inch. that's the size of my fitted tees so i doubt as a dress it'll be nice. ,"['fallagain', 'like', 'like', 'inch', 'size', 'fit', 'tee', 'doubt', 'dress', 'nice']"
0,1826064493,Sun May 17 07:37:01 PDT 2009,NO_QUERY,manimbo,getting ready for cabazon ahh.. i miss you @furrancess ,"['get', 'readi', 'cabazon', 'miss', 'furrancess']"
4,2191291962,Tue Jun 16 04:57:51 PDT 2009,NO_QUERY,DanaNRobinson,"Finally done working crazy hours, off today, date tonight ","['final', 'done', 'work', 'crazi', 'hour', 'today', 'date', 'tonight']"
0,2249327420,Fri Jun 19 22:07:33 PDT 2009,NO_QUERY,Lacpow,Getting ready to leave the beautiful beach ,"['get', 'readi', 'leav', 'beauti', 'beach']"
4,2071221153,Sun Jun 07 19:02:16 PDT 2009,NO_QUERY,SawyerRe,"To find me some clothes or at least drape a tea... um, a beach towel over my mid-section. Thanks ","['find', 'cloth', 'least', 'drape', 'beach', 'towel', 'mid', 'section', 'thank']"
4,1997161139,Mon Jun 01 16:21:44 PDT 2009,NO_QUERY,CTSunFan13,"@HoopHers every Friday, you're on my list ","['hoopher', 'everi', 'friday', 'list']"
0,1469382145,Tue Apr 07 06:12:23 PDT 2009,NO_QUERY,davidswinney,"@donnamcaleer Unfortunately, given that UConn has won every game this season by double digits, I don't hold out much hope for that. ","['donnamcal', 'unfortun', 'given', 'uconn', 'everi', 'game', 'season', 'doubl', 'digit', 'hold', 'much', 'hope']"
0,1975776393,Sat May 30 15:52:45 PDT 2009,NO_QUERY,KendallHopkins,My back is KILLING me. I feel like an old lady ,"['back', 'kill', 'feel', 'like', 'old', 'ladi']"
0,2227935822,Thu Jun 18 13:49:01 PDT 2009,NO_QUERY,CocaBeenSlinky,shame its not the whole song  ♫ http://blip.fm/~8gtm5,"['shame', 'whole', 'song', 'gtm']"
4,2183501224,Mon Jun 15 14:35:32 PDT 2009,NO_QUERY,yourrBESTFRIEND,Haha I gotta get higher than @sjinjin on my english provincials ,"['haha', 'got', 'get', 'higher', 'sjinjin', 'english', 'provinci']"
0,1995422198,Mon Jun 01 13:27:56 PDT 2009,NO_QUERY,LauraxRose,chillling out after a looong days work ,"['chilll', 'looong', 'day', 'work']"
4,1960821471,Fri May 29 08:33:23 PDT 2009,NO_QUERY,mattmccall,"@littlegrasshop I already have one, just forgot them at home... but we should talk about design work sometime soon. ","['littlegrasshop', 'alreadi', 'forgot', 'talk', 'design', 'work', 'sometim', 'soon']"
0,2236735307,Fri Jun 19 04:25:06 PDT 2009,NO_QUERY,MissRasmus,I hate this weather ,"['hate', 'weather']"
4,2059932005,Sat Jun 06 17:55:42 PDT 2009,NO_QUERY,bkish_delights,@br0nc080 I want to visit with mama/show her pics ,"['br', 'nc', 'visit', 'mama', 'show']"
0,1827530516,Sun May 17 10:54:27 PDT 2009,NO_QUERY,contractorslim,@B3M yeah ill take 94 over 55 and rain! ,"['b', 'yeah', 'rain']"
0,2064980701,Sun Jun 07 07:37:27 PDT 2009,NO_QUERY,smudgesticks,is having a headache &amp; is not feeling well ,"['headach', 'amp', 'feel', 'well']"
0,1836331244,Mon May 18 07:48:22 PDT 2009,NO_QUERY,LilianElena,dont wanna learn french but tomorrow is the test! its too difficult anyway... ,"['dont', 'wan', 'learn', 'french', 'tomorrow', 'test', 'difficult']"
4,1991017069,Mon Jun 01 06:14:08 PDT 2009,NO_QUERY,jasonstepp42,Built a Toshiba Satillite Hackintosh ,"['built', 'toshiba', 'satillit', 'hackintosh']"
4,1834104895,Mon May 18 01:38:48 PDT 2009,NO_QUERY,flutterby4747,sun sun don't go away!! Stay again for another day  holla for vitamin D,"['sun', 'sun', 'go', 'away', 'stay', 'anoth', 'day', 'holla', 'vitamin']"
4,2059549792,Sat Jun 06 17:09:25 PDT 2009,NO_QUERY,lautrash639,is going to make some empanadas tonight ,"['go', 'make', 'empanada', 'tonight']"
0,2052931010,Sat Jun 06 02:35:38 PDT 2009,NO_QUERY,stampygriffin,is wishing she was at home ,"['wish', 'wa', 'home']"
4,2055122610,Sat Jun 06 08:44:28 PDT 2009,NO_QUERY,pwetiiiCHULA,aye aye aye  okay . BOW BOW BOW BOW! lmaoo. i annoy my mother with that soulja boy sound effects  gettind dressed BOOGIE DOWN BRONX !,"['aye', 'aye', 'aye', 'okay', 'bow', 'bow', 'bow', 'bow', 'lmaoo', 'annoy', 'mother', 'soulja', 'boy', 'sound', 'effect', 'gettind', 'dress', 'boogi', 'bronx']"
0,2217923226,Wed Jun 17 21:35:51 PDT 2009,NO_QUERY,FarAwayDesigns,blast those inequalitues - they gave me such a headache ,"['blast', 'inequalitu', 'gave', 'headach']"
4,2175399134,Mon Jun 15 00:52:50 PDT 2009,NO_QUERY,mickeyherouin,Lot of good ideas  &gt; 100 Ways to Save the Environment http://ow.ly/e79a,"['lot', 'good', 'idea', 'gt', 'way', 'save', 'environ']"
0,2051980946,Fri Jun 05 23:19:01 PDT 2009,NO_QUERY,veganboy,I made you a cookie...but I eated it.  ,"['made', 'eat']"
0,2190163772,Tue Jun 16 01:57:08 PDT 2009,NO_QUERY,pezholio,"@nickbrickett Ah cool, turnns out I might be too skint to get one  at the moment anyway! ","['nickbrickett', 'ah', 'cool', 'turnn', 'might', 'skint', 'get', 'moment', 'anyway']"
4,2071772968,Sun Jun 07 19:54:22 PDT 2009,NO_QUERY,Vick_Grrrs,"Oh apple guy, heres your reciept. would u like my number with that? ","['oh', 'appl', 'guy', 'reciept', 'would', 'like', 'number']"
4,1754600356,Sun May 10 06:48:39 PDT 2009,NO_QUERY,chloayy,trying to get everyone i know on twitter!  its really addictive,"['get', 'everyon', 'know', 'twitter', 'realli', 'addict']"
0,1548879172,Fri Apr 17 22:15:56 PDT 2009,NO_QUERY,dcmotz,@jweede what a way to spend a friday night...  i guess there's not much to do now that battlestar is over...  ,"['jweed', 'way', 'spend', 'friday', 'guess', 'much', 'battlestar']"
4,1558478742,Sun Apr 19 08:30:04 PDT 2009,NO_QUERY,imelda83,Had a wonderful time of family gathering celebrating my cousin's 21st birthday. He's a grown man now ,"['wonder', 'time', 'famili', 'gather', 'celebr', 'cousin', 'st', 'birthday', 'grown']"
0,2260948127,Sat Jun 20 20:01:30 PDT 2009,NO_QUERY,Meggzilla_Yo,@BBismyBB Ahhh I'm jealous! He's the only member of the band that I didn't meet  He never came out of the hotel lmao,"['bbismybb', 'ahhh', 'jealou', 'onli', 'member', 'band', 'meet', 'never', 'came', 'lmao']"
4,2188470081,Mon Jun 15 21:57:33 PDT 2009,NO_QUERY,Secret_wealth,@LindaGriffin A friend's giving away $25 to follow. He's gonna be known as the biggest Twitter whore ever  http://tinyurl.com/25giveaway,"['lindagriffin', 'friend', 'give', 'away', 'follow', 'gon', 'known', 'biggest', 'twitter', 'whore', 'ever']"
4,1558645877,Sun Apr 19 08:59:56 PDT 2009,NO_QUERY,paulrpotts,@NoAffiliation although the main thing I do on my Linux box is open a dozen terminal windows ,"['noaffili', 'although', 'main', 'thing', 'linux', 'box', 'open', 'dozen', 'termin', 'window']"
4,2061787021,Sat Jun 06 21:36:50 PDT 2009,NO_QUERY,SarahVonAWSM,Priceless-best enjoyed with your best friend ,"['priceless', 'best', 'enjoy', 'best', 'friend']"
4,2178957994,Mon Jun 15 08:26:47 PDT 2009,NO_QUERY,wannabe29,Happy birthday to the best husband ever! I love you baby! ,"['happi', 'birthday', 'best', 'husband', 'ever', 'love', 'babi']"
0,1834131845,Mon May 18 01:45:05 PDT 2009,NO_QUERY,DarkestDreams,"@BATMANNN awwwwwh  well, just try and forget about it?","['batmannn', 'awwwwwh', 'well', 'forget']"
4,1933109579,Tue May 26 23:01:19 PDT 2009,NO_QUERY,davecournoyer,"@JonoMLA Thanks Jono, but I'm going to (somewhat ironically) opt-out of your offer.  #ableg #Bill44","['jonomla', 'thank', 'jono', 'go', 'somewhat', 'iron', 'opt', 'offer', 'ableg', 'bill']"
4,1995721066,Mon Jun 01 13:56:33 PDT 2009,NO_QUERY,summero,@ramin987 haha I'd never scam!  hmmm... how much a month could I pay?,"['ramin', 'haha', 'never', 'scam', 'much', 'month', 'could', 'pay']"
0,2183647645,Mon Jun 15 14:47:38 PDT 2009,NO_QUERY,kodakCB,Got into nyc too late to make it to @zappos tweetup.  Heading to the #140conf VIP reception after hotel.,"['got', 'nyc', 'late', 'make', 'zappo', 'tweetup', 'head', 'conf', 'vip', 'recept']"
4,2002074789,Tue Jun 02 03:03:29 PDT 2009,NO_QUERY,kittylecat,@Bibibibi Oh I love you  hope you're day is a sunshiny too (:,"['bibibibi', 'oh', 'love', 'hope', 'day', 'sunshini']"
4,1978106428,Sat May 30 22:27:31 PDT 2009,NO_QUERY,Mrs_NickJ07,@GottaluvJoe I know I like that show a lot too.. Amanda Bynes is sooo funny ,"['gottaluvjo', 'know', 'like', 'show', 'lot', 'amanda', 'byne', 'sooo', 'funni']"
4,1687277063,Sun May 03 08:15:38 PDT 2009,NO_QUERY,pattycalleja,says 2 more days `till Review!  http://plurk.com/p/rkpc3,"['say', 'day', 'review']"
4,1968862720,Fri May 29 22:24:12 PDT 2009,NO_QUERY,EarlFace,"@Littlebit323 boooo im sorry i woke you up  we will shop online asap, after i get my money on a card  !!!","['littlebit', 'boooo', 'sorri', 'woke', 'shop', 'onlin', 'asap', 'get', 'money', 'card']"
0,1978524922,Sat May 30 23:37:53 PDT 2009,NO_QUERY,b_lips,@lilredbow wooowzers!! That's a lot of sauce and noodles all over.  I love that place!!,"['lilredbow', 'wooowzer', 'lot', 'sauc', 'noodl', 'love', 'place']"
4,1980770584,Sun May 31 07:37:50 PDT 2009,NO_QUERY,apeskinny,Mission accomplished   http://twitpic.com/6c1d6,"['mission', 'accomplish']"
4,1976139651,Sat May 30 16:40:21 PDT 2009,NO_QUERY,SG_01,@cuppy Lucky you ,"['cuppi', 'lucki']"
0,2284238189,Mon Jun 22 13:38:13 PDT 2009,NO_QUERY,julyfourth,"@michelletrent Construction forced initial move, astroturf on soccer fields next to old fireworks launch site now prevent return. ","['michelletr', 'construct', 'forc', 'initi', 'move', 'astroturf', 'soccer', 'field', 'next', 'old', 'firework', 'launch', 'site', 'prevent', 'return']"
0,2215279748,Wed Jun 17 17:55:31 PDT 2009,NO_QUERY,LuFabz,is hangen to get to the goldy  but dont think its gunna go down :&quot;( so sad,"['hangen', 'get', 'goldi', 'dont', 'think', 'gunna', 'go', 'quot', 'sad']"
0,1980131170,Sun May 31 05:47:41 PDT 2009,NO_QUERY,Kenerz,"HSBC main server is down, customers therefore can't get money out of the ATM or pay for anything by card, as I found out at the checkout! ","['hsbc', 'main', 'server', 'custom', 'therefor', 'get', 'money', 'atm', 'pay', 'anyth', 'card', 'found', 'checkout']"
0,2236173319,Fri Jun 19 03:01:58 PDT 2009,NO_QUERY,dizzylurcher,had offer turned down on house we want to buy ,"['offer', 'turn', 'hous', 'buy']"
4,1558342895,Sun Apr 19 08:04:36 PDT 2009,NO_QUERY,YouGottaSeeHer,"College Tomorrow... *SIGH* This 2 weeks has been so nice... Only 6 weeks left until exam leave, which is nice ","['colleg', 'sigh', 'week', 'onli', 'week', 'left', 'exam', 'leav', 'nice']"
4,1677566312,Sat May 02 02:46:37 PDT 2009,NO_QUERY,__chelsea,i love all time low(L) ++ room 94 ,"['love', 'time', 'low', 'room']"
4,2068927961,Sun Jun 07 14:57:27 PDT 2009,NO_QUERY,vixitrixibelle,"@Luna69 Aaah, makes total sense. Can't turn down a free sofa.  I'd say nail varnish remover would be your best bet or hair bleach...","['luna', 'aaah', 'make', 'total', 'turn', 'free', 'sofa', 'say', 'nail', 'varnish', 'remov', 'would', 'best', 'bet', 'hair']"
0,2002679612,Tue Jun 02 04:53:08 PDT 2009,NO_QUERY,meganfiedorczyk,Tuesday = Monday in disguise ,"['tuesday', 'monday', 'disguis']"
4,1559389956,Sun Apr 19 11:00:50 PDT 2009,NO_QUERY,Jirby62505,Tomorrow is Monday... Another long week of work! Just keep counting down to A full week of fun in the SUN ,"['tomorrow', 'anoth', 'long', 'week', 'work', 'keep', 'count', 'full', 'week', 'fun', 'sun']"
4,1770747835,Mon May 11 22:08:20 PDT 2009,NO_QUERY,Karen_Eden,"@kelkins21 yeah, well, that's what you get! ","['kelkin', 'yeah', 'well', 'get']"
0,2243867812,Fri Jun 19 14:00:18 PDT 2009,NO_QUERY,mozzzzy,ughhhhhhh YouTube &quot;down for maintenance&quot; totally in the middle of watching something ,"['ughhhhhhh', 'youtub', 'quot', 'mainten', 'quot', 'total', 'middl', 'watch', 'someth']"
0,1686034977,Sun May 03 03:24:40 PDT 2009,NO_QUERY,ronni_xo,"@fallenstar_ Mum just said that I'd better not expect to watch the Logies tonight because she hates it... Hmph, she sucks ","['fallenstar', 'mum', 'said', 'better', 'expect', 'watch', 'logi', 'tonight', 'becaus', 'hate', 'hmph', 'suck']"
0,2177508396,Mon Jun 15 06:13:48 PDT 2009,NO_QUERY,xoAlexHeartsxo,@ULOVELACE I'm not feeling so good... I feel really sick ,"['ulovelac', 'feel', 'feel', 'realli', 'sick']"
0,2006456624,Tue Jun 02 11:11:42 PDT 2009,NO_QUERY,michparker,"having to plaster jake in cream his bum is so sore and weeping,poor little man ","['plaster', 'jake', 'cream', 'hi', 'bum', 'sore', 'weep', 'poor', 'littl']"
0,2283464473,Mon Jun 22 12:39:41 PDT 2009,NO_QUERY,Tegasaurousrex,"@kellyDP11  I'm sorry girlie, my dad got laid off too. If I hear of any jobs, I'll let you know for sure!","['kellydp', 'sorri', 'girli', 'dad', 'got', 'laid', 'hear', 'ani', 'job', 'let', 'know', 'sure']"
0,1753685839,Sun May 10 02:54:26 PDT 2009,NO_QUERY,CocaineBlues_,Aaaaargh. Wisdom tooth is KILLING me. Left cheek is swollen. Who has a teething child? I am coming to steal all your bonjella. ,"['aaaaargh', 'wisdom', 'tooth', 'kill', 'left', 'cheek', 'swollen', 'teeth', 'child', 'steal', 'bonjella']"
4,2190884454,Tue Jun 16 03:59:29 PDT 2009,NO_QUERY,andrewjclark,I now have 6 external HDDs for a total storage of... 4.5 terabytes  oh wait... *script writing*,"['extern', 'hdd', 'total', 'storag', 'terabyt', 'oh', 'script', 'write']"
0,2231377485,Thu Jun 18 18:27:38 PDT 2009,NO_QUERY,_FEE_e,@calandrachicago i'm happy 4 u  but feeling sorry for myself ,"['calandrachicago', 'happi', 'feel', 'sorri']"
4,1794584368,Thu May 14 06:08:11 PDT 2009,NO_QUERY,mxv26,@vane1717 Whenever... We should plan soemthing for next week ,"['vane', 'plan', 'soemth', 'next', 'week']"
4,2000272183,Mon Jun 01 21:45:43 PDT 2009,NO_QUERY,dopeguhxfresh,#inever had sex w | 2 bitches at once.... ok im lying phaha. i love females ,"['inev', 'sex', 'w', 'bitch', 'ok', 'lie', 'phaha', 'love', 'femal']"
4,1833810888,Mon May 18 00:32:26 PDT 2009,NO_QUERY,arianiwulandari,"cross my fingers,hope my love one would be able to join the trip!! gayuh,pray for me! ","['cross', 'finger', 'hope', 'love', 'would', 'abl', 'join', 'trip', 'gayuh', 'pray']"
4,2065766181,Sun Jun 07 09:14:52 PDT 2009,NO_QUERY,SoDwn2Mars,Out with the loves of my life. Enjoying The Weather!! ,"['love', 'life', 'enjoy', 'weather']"
0,2202638339,Tue Jun 16 22:08:42 PDT 2009,NO_QUERY,SquirrelMaster,Awww... the boy just told me that bachelor parties are sacred and i wont see him the whole weekend. ,"['boy', 'told', 'bachelor', 'parti', 'sacr', 'wont', 'see', 'whole', 'weekend']"
4,1967457022,Fri May 29 19:36:54 PDT 2009,NO_QUERY,saman4,"lakers killing it, countdown: six days. @vcc123 needs followers  today was the day for old ships to rise","['laker', 'kill', 'countdown', 'six', 'day', 'vcc', 'need', 'follow', 'today', 'wa', 'day', 'old', 'ship', 'rise']"
4,1793959989,Thu May 14 04:32:33 PDT 2009,NO_QUERY,marknijhof,@olemartin I got my MBP a while back and will never buy a regular laptop again ,"['olemartin', 'got', 'mbp', 'back', 'never', 'buy', 'regular', 'laptop']"
0,2326509858,Thu Jun 25 07:08:16 PDT 2009,NO_QUERY,tamleroy,nxt wk Sunday is my Bday and Kyteman&amp;Anouk will be perf @ Westerpark. Don't have tickets  but will be there having drinks. Who's joining?,"['nxt', 'wk', 'sunday', 'bday', 'kyteman', 'amp', 'anouk', 'perf', 'westerpark', 'ticket', 'drink', 'join']"
0,2264260218,Sun Jun 21 03:17:37 PDT 2009,NO_QUERY,DavidsPrincess1,Can't sleep!!! This Damn bladder infection/urinary track infection has been keeping me up!!! I'm sooo sleppy! ,"['sleep', 'damn', 'bladder', 'infect', 'urinari', 'track', 'infect', 'keep', 'sooo', 'sleppi']"
0,2054102726,Sat Jun 06 06:33:49 PDT 2009,NO_QUERY,VOR_Galway,The boats have left the harbour ,"['boat', 'left', 'harbour']"
4,1976923939,Sat May 30 19:34:54 PDT 2009,NO_QUERY,SinkOrSwim76,@ebe36 How have u enjoyed the series so far &amp; r u all set up for it with snacks &amp; stuff? Im about to do a food run in preparation for BSG ,"['ebe', 'enjoy', 'seri', 'far', 'amp', 'r', 'set', 'snack', 'amp', 'stuff', 'food', 'run', 'prepar', 'bsg']"
0,1564313911,Mon Apr 20 02:52:41 PDT 2009,NO_QUERY,rowjie,it's time to go home... huhu... i am afraid of the traffic that i will encounter in bacoor... ,"['time', 'go', 'afraid', 'traffic', 'encount']"
4,1993226569,Mon Jun 01 10:02:09 PDT 2009,NO_QUERY,SarahShackshaft,Looking at pictures from Hobokan and New York whilst re-doing my CV ,"['look', 'pictur', 'hobokan', 'new', 'york', 'whilst', 'cv']"
0,1965880534,Fri May 29 16:42:53 PDT 2009,NO_QUERY,joenass,I'm bored. I have a headache. ,"['bore', 'headach']"
0,2257590119,Sat Jun 20 14:34:45 PDT 2009,NO_QUERY,sidebeer,@warmyellowlight is still on my &quot;shit list&quot; for last nights comments ,"['warmyellowlight', 'still', 'quot', 'shit', 'list', 'quot', 'last', 'night', 'comment']"
0,2231390002,Thu Jun 18 18:28:45 PDT 2009,NO_QUERY,mitchellkane,I still have a first gen iPhone. ,"['still', 'first', 'gen', 'iphon']"
0,1556963522,Sun Apr 19 01:15:12 PDT 2009,NO_QUERY,Kim0705,@katyperry hey katy when are you going to philippines? ,"['katyperri', 'hey', 'kati', 'go', 'philippin']"
4,1693854655,Mon May 04 00:02:34 PDT 2009,NO_QUERY,skygazing,@halfpastoctober So wonderful! I recently reread Hitchhiker's Guide and then read the other three for the first time.  Definitely a fave.,"['halfpastoctob', 'wonder', 'recent', 'reread', 'hitchhik', 'guid', 'read', 'three', 'first', 'time', 'definit', 'fave']"
0,2238303625,Fri Jun 19 07:06:01 PDT 2009,NO_QUERY,shantem,has a slight headache ,"['slight', 'headach']"
4,1997772668,Mon Jun 01 17:25:55 PDT 2009,NO_QUERY,chucks84,@bryanjones that sounds like a great evening. ,"['bryanjon', 'sound', 'like', 'great', 'even']"
4,1966692810,Fri May 29 18:13:32 PDT 2009,NO_QUERY,GeekWearsPrada,@SoxJetsFan I am 5 innings late  and I see the #RedSox are not doing too good right now.,"['soxjetsfan', 'inning', 'late', 'see', 'redsox', 'good', 'right']"
4,1989481598,Mon Jun 01 01:42:15 PDT 2009,NO_QUERY,OpheliaLas,My iPod is getting a virus!! Thinking of putting my updates on protected ,"['ipod', 'get', 'viru', 'think', 'put', 'updat', 'protect']"
0,2012140869,Tue Jun 02 20:08:12 PDT 2009,NO_QUERY,jasondouglas,"@joelfeder it is tempting... I'm still paying this off, just over a year old, warranty expired two weeks ago  #apple may be the way to go.","['joelfed', 'still', 'pay', 'year', 'old', 'warranti', 'expir', 'two', 'week', 'ago', 'appl', 'may', 'way', 'go']"
4,1880982127,Fri May 22 03:11:14 PDT 2009,NO_QUERY,MetaKongSclMdia,wildwindart @grader @seandeardorff @QueenRania @Zaraa_x @ReTwtr @GetMeFollowers MORE BIG THANK YOU'S!!! ,"['wildwindart', 'grader', 'seandeardorff', 'queenrania', 'zaraa', 'x', 'retwtr', 'getmefollow', 'big', 'thank']"
0,1572831276,Mon Apr 20 22:42:56 PDT 2009,NO_QUERY,cookiedude,My. Head. ... And no Aspirin anywhere ,"['head', 'aspirin', 'anywher']"
4,2061348614,Sat Jun 06 20:40:56 PDT 2009,NO_QUERY,pbarbanes,"@Lapp Looking forward to it. Fasting 'til then, so I'll be reallly hungry.  ","['lapp', 'look', 'forward', 'fast', 'reallli', 'hungri']"
0,2302833529,Tue Jun 23 17:21:32 PDT 2009,NO_QUERY,combs23,just finished lunch break bout to start editing. its very hard to edit w/ only one good arm! only 6 more weeks of this! ,"['finish', 'lunch', 'break', 'bout', 'start', 'edit', 'veri', 'hard', 'edit', 'w', 'onli', 'good', 'arm', 'onli', 'week']"
4,1971483114,Sat May 30 07:13:04 PDT 2009,NO_QUERY,alicee_,"@Fearnecotton revising, so bored, could you play paranoid by the jonas brothers please? ","['fearnecotton', 'revis', 'bore', 'could', 'play', 'paranoid', 'brother', 'plea']"
0,1572930910,Mon Apr 20 23:04:09 PDT 2009,NO_QUERY,laurengonewildx,@its_yvonne awww  &lt;--- you made mr. smiley face sad! LOOK WHAT YOU DID!! SAY SORRY!,"['yvonn', 'awww', 'lt', 'made', 'mr', 'smiley', 'sad', 'look', 'say', 'sorri']"
0,2284512869,Mon Jun 22 13:58:35 PDT 2009,NO_QUERY,sarahxatl,I want my phone back ! Using this one is like cheating on my other one.  ,"['phone', 'back', 'use', 'like', 'cheat']"
4,1469130437,Tue Apr 07 05:19:19 PDT 2009,NO_QUERY,mrnels,Nothing like coming back to work after being sick. So much to catch up on! @oniisan608 you shave? wow! ,"['noth', 'like', 'back', 'work', 'sick', 'much', 'catch', 'oniisan', 'shave', 'wow']"
0,1835949180,Mon May 18 07:04:35 PDT 2009,NO_QUERY,tknsecurityguy,Flight to #interop 5.5 hours delayed ,"['flight', 'interop', 'hour', 'delay']"
4,1695964377,Mon May 04 07:19:44 PDT 2009,NO_QUERY,MsJBell,@phyllig MTV Movie Awards. Go vote! STAT ,"['phyllig', 'mtv', 'movi', 'award', 'go', 'vote', 'stat']"
4,2049421957,Fri Jun 05 16:51:09 PDT 2009,NO_QUERY,wakiz,happy b-day daddy  love you,"['happi', 'b', 'day', 'daddi', 'love']"
0,2260254039,Sat Jun 20 18:55:23 PDT 2009,NO_QUERY,IMSWEETS,i cant believe how much i have to study ,"['cant', 'believ', 'much', 'studi']"
0,2047649923,Fri Jun 05 13:58:19 PDT 2009,NO_QUERY,Starfish_uk,@joeymcintyre Only I heard on good authority that your NOT coming back  ,"['joeymcintyr', 'onli', 'heard', 'good', 'author', 'back']"
4,1977610165,Sat May 30 21:19:20 PDT 2009,NO_QUERY,Christine480,"@artotheem lol who's line is it anyway bloopers on youtube. And yes, disney ","['artotheem', 'lol', 'line', 'anyway', 'blooper', 'youtub', 'ye', 'disney']"
0,1825796954,Sun May 17 06:52:04 PDT 2009,NO_QUERY,deanna_raquel,Good morning tweeties!!! It's gonna be a lovely Sunday even though it's suppose to rain ,"['good', 'morn', 'tweeti', 'gon', 'love', 'sunday', 'even', 'though', 'suppos', 'rain']"
0,2229794153,Thu Jun 18 16:12:57 PDT 2009,NO_QUERY,franserraga,@jbean18x19 aw poopsies  but i love you and im kidnapping you soon!,"['jbean', 'x', 'aw', 'poopsi', 'love', 'kidnap', 'soon']"
4,1468757767,Tue Apr 07 03:34:21 PDT 2009,NO_QUERY,Cindarella_x,Hahaha. Commerc�al Breakdown was funny ,"['hahaha', 'commerc', 'breakdown', 'wa', 'funni']"
0,2256150722,Sat Jun 20 12:20:15 PDT 2009,NO_QUERY,kjenn17,so bummed out..just ran over a turtle ,"['bum', 'ran', 'turtl']"
4,1975296581,Sat May 30 14:51:41 PDT 2009,NO_QUERY,MistyMontano,@JamieMK thanks for #followfriday ,"['jamiemk', 'thank', 'followfriday']"
0,2063614204,Sun Jun 07 03:22:46 PDT 2009,NO_QUERY,mellissa,"Slowly dying at Old Town, want to sit down and cry already, cannot do this essay writing anymore ","['slowli', 'old', 'town', 'cri', 'alreadi', 'essay', 'write', 'anymor']"
0,1963295507,Fri May 29 12:30:29 PDT 2009,NO_QUERY,NikeBask23,My comp is being slo w ,"['comp', 'slo', 'w']"
4,1965951410,Fri May 29 16:50:50 PDT 2009,NO_QUERY,fifthand56th,@msilve SHUTTTT UPPPPPPP whoreeeee. You are coming to a game with me in the fall ,"['msilv', 'shutttt', 'uppppppp', 'whoreeee', 'game', 'fall']"
0,1992662423,Mon Jun 01 09:07:11 PDT 2009,NO_QUERY,twittcrumpet,@trio25 @mattmagic must be getting old - hadn't even noticed ,"['trio', 'mattmag', 'must', 'get', 'old', 'even', 'notic']"
4,1553114803,Sat Apr 18 13:24:42 PDT 2009,NO_QUERY,hotelworldwide,@keesdekoning Feed The Future ,"['keesdekon', 'feed', 'futur']"
4,1832658019,Sun May 17 21:12:46 PDT 2009,NO_QUERY,steph5982,@heart_3boys thank you! ,"['heart', 'boy', 'thank']"
4,1975073878,Sat May 30 14:23:31 PDT 2009,NO_QUERY,troika90,"@Mattass88 -- &quot;Krets�rsm�te&quot;. When that was done, we had a great time there as tourists.  Pizza-making, wood chucking and TV sums up the -","['mattass', 'quot', 'kret', 'rsm', 'quot', 'wa', 'done', 'great', 'time', 'tourist', 'pizza', 'make', 'wood', 'chuck', 'tv', 'sum']"
0,2246015110,Fri Jun 19 16:58:23 PDT 2009,NO_QUERY,mcrfash1,@chemical_Lizzie  i hope u get well!,"['chemic', 'lizzi', 'hope', 'get', 'well']"
4,2017879687,Wed Jun 03 09:05:34 PDT 2009,NO_QUERY,McCourtRealtor,Thanks 4 an awesome chat!  I ALWAYS learn something. Will post my PLUG on the wall   Off I go! #brandchat,"['thank', 'awesom', 'chat', 'alway', 'learn', 'someth', 'post', 'plug', 'wall', 'go', 'brandchat']"
4,2178370199,Mon Jun 15 07:36:07 PDT 2009,NO_QUERY,HarryHarley,@Mandys_Pantys I'm sure you can do it! ,"['mandi', 'panti', 'sure']"
